17, 14, 27
17, 15, 29
17, 16, 31
17, 17, 35
17, 18, 39
17, 19, 43
17, 20, 47
18, 1, 1
18, 2, 3
18, 3, 5
18, 4, 7
18, 5, 9
18, 6, 11
18, 7, 13
18, 8, 15
18, 9, 17
18, 10, 19
18, 11, 21
18, 12, 23
18, 13, 25
18, 14, 27
18, 15, 29
18, 16, 31
18, 17, 33
18, 18, 37
18, 19, 41
18, 20, 45
19, 1, 1
19, 2, 3
19, 3, 5
19, 4, 7
19, 5, 9
19, 6, 11
19, 7, 13
19, 8, 15
19, 9, 17
19, 10, 19
19, 11, 21
19, 12, 23
19, 13, 25
19, 14, 27
19, 15, 29
19, 16, 31
19, 17, 33
19, 18, 35
19, 19, 39
19, 20, 43
20, 1, 1
20, 2, 3
20, 3, 5
20, 4, 7
20, 5, 9
20, 6, 11
20, 7, 13
20, 8, 15
20, 9, 17
20, 10, 19
20, 11, 21
20, 12, 23
20, 13, 25
20, 14, 27
20, 15, 29
20, 16, 31
20, 17, 33
20, 18, 35
20, 19, 37
20, 20, 41
